#PROJECTADD,ProjectCode,ProjectName,ProjectDescription,ProjectLeaderLoginName,TimeEntryAllowed,ExpenseEntryStartDate,ExpenseEntryEndDate,projectinfo2,projectinfo1
IPCC SREX 2011,F0083400,IPCC SREX 2011,elovell,No,17/05/2011,31/03/2012,Char,1 - Direct
