#PROJECTADD,ProjectCode,ProjectName,ProjectDescription,ProjectLeaderLoginName,TimeEntryAllowed,ExpenseEntryStartDate,ExpenseEntryEndDate,projectinfo2,projectinfo1
Knowledge Summit 2012 attendance,F0111400,Knowledge Summit 2012 attendance,agasson,No,02/04/2012,31/03/2013,Char,1 - Direct
