#PROJECTADD,ProjectCode,ProjectName,ProjectDescription,ProjectLeaderLoginName,TimeEntryAllowed,ExpenseEntryStartDate,ExpenseEntryEndDate,projectinfo2,projectinfo1
Climate Funds Update - HBF,F0102200,Climate Funds Update - HBF,wmcfarland,No,01/10/2011,31/03/2013,Char,1 - Direct
