#PROJECTUPD,ProjectCode,ProjectName,ProjectDescription,ProjectLeaderLoginName,TimeEntryAllowed,ExpenseEntryStartDate,ExpenseEntryEndDate,projectinfo2,projectinfo1
Future Agricultures Consortium,R0309,Future Agricultures Consortium,edarko,No,01/06/2006,31/03/2013,Char,1 - Direct
