#PROJECTADD,ProjectCode,ProjectName,ProjectDescription,ProjectLeaderLoginName,TimeEntryAllowed,ExpenseEntryStartDate,ExpenseEntryEndDate,projectinfo2,projectinfo1
In Focus - Articulating an Agenda for Humanitarian,F0096300,In Focus - Articulating an Agenda for Humanitarian Education and Training,jbenson,No,26/10/2011,31/03/2012,Char,1 - Direct
