#PROJECTADD,ProjectCode,ProjectName,ProjectDescription,ProjectLeaderLoginName,TimeEntryAllowed,ExpenseEntryStartDate,ExpenseEntryEndDate,projectinfo2,projectinfo1
Perspectives on NGO relations, roles and functions in the aid structure in South Sudan,F0106800,Perspectives on NGO relations, roles and functions in the aid structure in South Sudan,jbenson,No,01/12/2011,13/02/2013,Char,1 - Direct
