#PROJECTADD,ProjectCode,ProjectName,ProjectDescription,ProjectLeaderLoginName,TimeEntryAllowed,ExpenseEntryStartDate,ExpenseEntryEndDate,projectinfo2,projectinfo1
GPIP Small Projects FY12/13,F0113700,GPIP Small Projects FY12/13,ldamant,No,09/05/2012,,Char,1 - Direct
