#PROJECTUPD,ProjectCode,ProjectName,ProjectDescription,ProjectLeaderLoginName,TimeEntryAllowed,ExpenseEntryStartDate,ExpenseEntryEndDate,projectinfo2,projectinfo1
Ghana - Kabira Namit,F0163,Ghana - Kabira Namit,sbarron,No,21/07/2010,31/03/2013,Char,1 - Direct
