#PROJECTADD,ProjectCode,ProjectName,ProjectDescription,ProjectLeaderLoginName,TimeEntryAllowed,ExpenseEntryStartDate,ExpenseEntryEndDate,projectinfo2,projectinfo1
The impact of circular migration,F0090300,The impact of circular migration,moyeniji,No,30/07/2011,31/03/2012,Char,1 - Direct
