#PROJECTADD,ProjectCode,ProjectName,ProjectDescription,ProjectLeaderLoginName,TimeEntryAllowed,ExpenseEntryStartDate,ExpenseEntryEndDate,projectinfo2,projectinfo1
Berghof Handbook for Conflict Transformation,F0104800,Berghof Handbook for Conflict Transformation,wmcfarland,No,25/01/2012,,Char,1 - Direct
