#PROJECTUPD,ProjectCode,ProjectName,ProjectDescription,ProjectLeaderLoginName,TimeEntryAllowed,ExpenseEntryStartDate,ExpenseEntryEndDate,projectinfo2,projectinfo1
High World Food Prices,R0406,High World Food Prices,edarko,No,14/11/2008,31/03/2012,Char,1 - Direct
