#PROJECTADD,ProjectCode,ProjectName,ProjectDescription,ProjectLeaderLoginName,TimeEntryAllowed,ExpenseEntryStartDate,ExpenseEntryEndDate,projectinfo2,projectinfo1
Presentation at EU meeting, Athens,F0111600,Presentation at EU meeting, Athens,agasson,No,30/04/2012,31/03/2013,Char,1 - Direct
