#PROJECTUPD,ProjectCode,ProjectName,ProjectDescription,ProjectLeaderLoginName,TimeEntryAllowed,ExpenseEntryStartDate,ExpenseEntryEndDate,projectinfo2,projectinfo1
Analysis of the social protection system in Kazakhstan,F0102900,Analysis of the social protection system in Kazakhstan,jmorgan,No,01/12/2011,31/03/2013,Char,1 - Direct
